countrynum,statenum,Route,RPID,Year,Aou,count10,count20,count30,count40,count50,StopTotal,SpeciesTotal
840,17,016,101,1996,04200,3,0,0,0,1,4,4
840,17,016,101,1997,04200,2,0,0,0,0,2,2
840,17,016,101,1998,04200,2,0,0,0,0,1,2
840,17,016,101,1999,04200,2,0,0,0,0,1,2
840,17,016,101,2000,04200,1,0,0,0,0,1,1
840,17,016,101,2003,04200,1,0,0,0,0,1,1
840,17,016,101,2004,04200,0,1,0,0,0,1,1
840,17,016,101,2008,04200,1,0,0,0,0,1,1
840,17,016,101,2012,04200,1,0,0,0,0,1,1
840,17,017,101,1968,04200,2,0,0,0,0,2,2
840,17,017,101,1969,04200,1,0,0,0,0,1,1
840,17,017,101,1970,04200,2,0,0,1,1,4,4
840,17,017,101,1971,04200,4,0,0,0,0,3,4
840,17,017,101,1974,04200,1,1,0,0,0,2,2
840,17,017,101,1975,04200,1,0,0,0,0,1,1
840,17,017,101,1977,04200,3,0,0,0,0,3,3
840,17,017,101,1981,04200,1,0,0,0,0,1,1
840,17,017,101,1983,04200,0,1,0,0,0,1,1
840,17,017,101,1984,04200,1,0,0,0,0,1,1
840,17,017,101,1988,04200,2,0,0,0,0,2,2
840,17,017,101,1993,04200,2,0,0,0,0,1,2
840,17,017,101,1997,04200,4,0,0,0,0,2,4
840,17,017,101,1998,04200,3,0,0,0,0,3,3
840,17,017,101,1999,04200,9,2,0,0,0,6,11
840,17,017,101,2000,04200,5,0,1,0,0,6,6
840,17,017,101,2001,04200,1,0,0,0,0,1,1
840,17,017,101,2002,04200,4,0,0,0,0,3,4
840,17,017,101,2005,04200,2,0,0,0,0,2,2
840,17,017,101,2006,04200,11,0,1,0,0,7,12
840,17,017,101,2008,04200,4,0,0,0,0,3,4
840,17,017,101,2009,04200,1,0,0,0,0,1,1
840,17,017,101,2011,04200,3,0,0,0,0,2,3
840,17,017,101,2013,04200,1,0,0,0,0,1,1
840,17,018,101,1971,04200,10,0,0,0,0,3,10
840,17,018,101,1972,04200,10,1,0,0,0,4,11
840,17,018,101,1973,04200,6,0,0,0,1,5,7
840,17,018,101,1974,04200,4,0,0,0,0,3,4
840,17,018,101,1975,04200,2,0,0,0,0,2,2
840,17,018,101,1976,04200,6,1,0,0,0,4,7
840,17,018,101,1977,04200,1,0,0,0,0,1,1
840,17,018,101,1978,04200,1,0,0,0,0,1,1
840,17,018,101,1979,04200,4,0,0,0,3,4,7
840,17,018,101,1980,04200,6,0,0,1,0,4,7
840,17,018,101,1981,04200,14,0,0,0,0,5,14
840,17,018,101,1982,04200,7,0,0,0,0,3,7
840,17,018,101,1983,04200,7,0,0,0,3,5,10
840,17,018,101,1984,04200,15,0,0,7,14,12,36
840,17,018,101,1985,04200,11,0,0,0,1,6,12
840,17,018,101,1986,04200,14,0,0,0,2,6,16
840,17,018,101,1987,04200,17,0,0,0,8,7,25
840,17,018,101,1988,04200,3,0,0,0,19,6,22
840,17,018,101,1989,04200,0,0,0,0,15,5,15
840,17,018,101,1991,04200,5,0,0,0,4,4,9
840,17,018,101,1992,04200,0,0,0,3,0,1,3
840,17,018,101,1993,04200,12,0,0,0,0,6,12
840,17,018,101,1994,04200,13,0,0,0,0,4,13
840,17,018,101,1995,04200,16,0,0,1,1,5,18
840,17,018,101,1996,04200,9,0,0,0,7,5,16
840,17,018,101,1997,04200,7,0,0,0,2,6,9
840,17,018,101,1998,04200,8,0,0,0,0,4,8
840,17,018,101,1999,04200,4,0,1,0,3,4,8
840,17,018,101,2000,04200,1,0,0,0,0,1,1
840,17,018,101,2006,04200,4,0,0,0,0,3,4
840,17,018,101,2009,04200,1,0,0,0,0,1,1
840,17,018,101,2010,04200,4,0,0,0,0,3,4
840,17,018,101,2011,04200,1,0,0,0,0,1,1
840,17,018,101,2013,04200,1,0,0,0,2,2,3
840,17,019,101,1984,04200,2,0,0,0,0,2,2
840,17,019,101,1987,04200,0,0,0,6,3,5,9
840,17,019,101,1991,04200,1,0,0,0,2,3,3
840,17,019,101,1993,04200,0,0,0,2,11,9,13
840,17,019,101,1994,04200,0,0,0,1,1,2,2
840,17,019,101,1996,04200,0,0,0,0,3,3,3
840,17,019,101,1998,04200,0,0,0,0,1,1,1
840,17,019,101,1999,04200,0,0,0,2,16,11,18
840,17,019,101,2000,04200,0,0,0,4,0,2,4
840,17,019,101,2001,04200,1,1,0,0,3,5,5
840,17,019,101,2002,04200,0,0,0,4,1,3,5
840,17,019,101,2003,04200,0,0,0,1,6,5,7
840,17,019,101,2004,04200,0,0,0,0,1,1,1
840,17,019,101,2005,04200,0,0,0,1,0,1,1
840,17,019,101,2006,04200,0,0,0,1,5,5,6
840,17,019,101,2008,04200,0,0,0,1,2,3,3
840,17,019,101,2009,04200,4,0,0,0,11,9,15
840,17,019,101,2010,04200,2,0,0,1,2,5,5
840,17,019,101,2011,04200,2,0,0,0,0,1,2
840,17,019,101,2012,04200,1,0,0,0,2,3,3
840,17,019,101,2013,04200,1,0,0,1,0,2,2
840,17,019,101,2014,04200,0,0,0,0,1,1,1
840,17,020,101,1979,04200,0,2,0,0,6,5,8
840,17,020,101,1981,04200,0,0,1,2,1,3,4
840,17,020,101,1982,04200,1,0,1,0,0,2,2
840,17,020,101,1986,04200,0,1,0,3,1,5,5
840,17,020,101,1988,04200,15,4,3,6,8,24,36
840,17,020,101,1990,04200,11,2,2,8,10,24,33
840,17,020,101,1991,04200,0,1,0,0,1,2,2
840,17,020,101,1992,04200,0,11,9,10,1,22,31
840,17,020,101,1993,04200,1,0,0,0,1,2,2
840,17,020,101,1994,04200,1,1,0,0,2,4,4
840,17,020,101,1995,04200,0,2,3,1,1,5,7
840,17,020,101,1996,04200,0,0,1,5,3,9,9
840,17,020,101,1997,04200,2,0,2,6,3,11,13
840,17,020,101,2005,04200,0,1,0,1,1,3,3
840,17,020,101,2007,04200,0,0,0,0,1,1,1
840,17,020,101,2009,04200,0,0,0,0,1,1,1
840,17,020,101,2012,04200,2,0,3,6,1,10,12
840,17,020,101,2014,04200,1,0,2,0,0,3,3
840,17,021,101,1973,04200,17,0,0,0,0,3,17
840,17,021,101,1974,04200,46,20,0,0,0,8,66
840,17,021,101,1975,04200,52,0,0,0,0,7,52
840,17,021,101,1977,04200,14,0,0,0,0,4,14
840,17,021,101,1978,04200,28,0,0,0,0,4,28
840,17,021,101,1979,04200,26,0,0,0,0,4,26
840,17,021,101,1980,04200,28,0,0,0,0,5,28
840,17,021,101,1981,04200,16,0,0,0,0,5,16
840,17,021,101,1982,04200,33,0,0,0,0,8,33
840,17,021,101,1983,04200,56,1,0,0,0,10,57
840,17,021,101,1984,04200,74,0,0,0,0,6,74
840,17,021,101,1985,04200,58,0,0,0,0,6,58
840,17,021,101,1986,04200,51,1,1,0,0,19,53
840,17,021,101,1988,04200,15,0,0,0,0,7,15
840,17,021,101,1989,04200,4,0,0,0,0,2,4
840,17,021,101,1993,04200,3,0,0,0,0,2,3
840,17,021,101,1995,04200,1,0,0,0,0,1,1
840,17,021,101,1997,04200,3,0,0,0,0,3,3
840,17,021,101,1998,04200,3,0,0,0,0,3,3
840,17,021,101,1999,04200,2,0,0,0,0,2,2
840,17,021,101,2000,04200,4,0,0,0,0,4,4
840,17,021,101,2001,04200,5,3,0,0,0,5,8
840,17,021,101,2006,04200,6,0,0,0,0,5,6
840,17,021,101,2007,04200,5,0,0,0,0,2,5
840,17,021,101,2008,04200,4,0,0,0,0,3,4
840,17,021,101,2009,04200,3,0,0,0,0,2,3
840,17,021,101,2010,04200,9,1,0,0,0,8,10
840,17,021,101,2011,04200,7,0,1,1,0,6,9
840,17,021,101,2012,04200,2,0,0,0,0,2,2
840,17,021,101,2013,04200,3,0,0,0,0,3,3
840,17,021,101,2014,04200,1,0,0,0,0,1,1
840,17,022,101,1971,04200,0,0,0,3,7,3,10
840,17,022,101,1972,04200,1,0,0,0,0,1,1
840,17,022,101,1973,04200,1,0,0,0,1,2,2
840,17,022,101,1975,04200,2,0,0,0,0,2,2
840,17,022,101,1976,04200,0,0,0,2,1,2,3
840,17,022,101,1977,04200,2,0,0,0,2,3,4
840,17,022,101,1982,04200,2,0,0,1,0,2,3
840,17,022,101,1983,04200,0,0,0,2,0,1,2
840,17,022,101,1984,04200,0,0,0,0,1,1,1
840,17,023,101,1972,04200,0,0,0,0,1,1,1
840,17,023,101,1977,04200,0,0,0,0,1,1,1
840,17,023,101,1981,04200,0,0,0,0,2,1,2
840,17,023,101,1982,04200,0,0,0,0,1,1,1
840,17,023,101,1991,04200,0,0,0,0,1,1,1
840,17,023,101,1992,04200,1,0,0,0,7,3,8
840,17,023,101,1994,04200,0,0,0,0,1,1,1
840,17,024,101,1973,04200,0,0,0,0,2,1,2
840,17,024,101,1978,04200,2,0,0,1,0,2,3
840,17,024,101,1982,04200,0,0,0,0,1,1,1
840,17,025,101,1981,04200,11,0,0,0,0,5,11
840,17,025,101,1983,04200,1,0,0,0,0,1,1
840,17,025,101,1984,04200,2,0,0,0,0,1,2
840,17,025,101,1986,04200,1,0,0,0,0,1,1
840,17,025,101,1987,04200,3,0,0,0,0,3,3
840,17,026,101,1971,04200,0,0,1,0,0,1,1
840,17,026,101,1972,04200,21,1,0,0,1,11,23
840,17,026,101,1973,04200,4,0,0,0,0,3,4
840,17,026,101,1974,04200,2,1,0,0,1,4,4
840,17,026,101,1975,04200,3,0,0,1,2,4,6
840,17,026,101,1976,04200,2,0,0,0,0,2,2
840,17,026,101,1977,04200,5,0,0,0,0,4,5
840,17,026,101,1978,04200,2,0,0,0,0,2,2
840,17,026,101,1979,04200,2,0,0,0,0,2,2
840,17,026,101,1980,04200,4,0,0,0,0,4,4
840,17,026,101,1981,04200,6,0,0,0,0,4,6
840,17,026,101,1982,04200,8,1,0,0,0,8,9
840,17,026,101,1986,04200,6,0,0,0,4,6,10
840,17,026,101,1987,04200,5,0,0,0,5,5,10
840,17,027,101,1970,04200,2,0,0,0,0,1,2
840,17,027,101,1971,04200,6,0,2,0,0,6,8
840,17,027,101,1972,04200,3,0,0,0,0,2,3
840,17,027,101,1974,04200,4,0,0,0,1,5,5
840,17,027,101,1975,04200,3,0,0,0,0,3,3
840,17,027,101,1977,04200,1,0,0,0,0,1,1
840,17,027,101,1981,04200,0,0,2,1,0,3,3
840,17,027,101,1982,04200,0,0,0,0,2,2,2
840,17,027,101,1984,04200,0,0,1,0,0,1,1
840,17,027,101,1986,04200,4,1,0,0,0,2,5
840,17,027,101,1987,04200,2,0,0,1,2,3,5
840,17,027,101,1989,04200,4,4,2,3,2,11,15
840,17,027,101,1990,04200,7,1,0,0,1,6,9
840,17,027,101,1993,04200,6,0,0,0,0,3,6
840,17,027,101,1994,04200,4,1,2,0,0,6,7
840,17,027,101,1995,04200,5,1,1,0,0,6,7
840,17,027,101,1996,04200,2,1,1,0,0,4,4
840,17,027,101,1999,04200,1,0,0,0,0,1,1
840,17,027,101,2008,04200,0,1,0,0,1,2,2
840,17,028,101,1973,04200,0,0,0,0,33,5,33
840,17,028,101,1975,04200,0,0,0,0,7,2,7
840,17,028,101,1978,04200,2,1,0,0,0,2,3
840,17,028,101,1979,04200,3,0,0,0,0,2,3
840,17,028,101,1981,04200,6,0,1,1,9,5,17
840,17,028,101,1982,04200,4,0,0,0,0,2,4
840,17,028,101,1983,04200,5,0,0,2,8,5,15
840,17,028,101,1984,04200,2,0,0,0,0,1,2
840,17,028,101,1985,04200,2,0,0,0,0,1,2
840,17,028,101,1986,04200,6,0,0,0,2,2,8
840,17,028,101,1991,04200,2,0,0,0,0,2,2
840,17,028,101,1994,04200,0,0,0,1,0,1,1
840,17,028,101,1996,04200,0,0,0,2,4,3,6
840,17,028,101,1997,04200,0,0,0,4,12,7,16
840,17,028,101,2004,04200,0,0,0,3,2,3,5
840,17,028,101,2005,04200,0,0,2,2,2,5,6
840,17,028,101,2008,04200,0,0,0,1,8,4,9
840,17,028,101,2009,04200,0,0,1,0,0,1,1
840,17,028,101,2010,04200,1,0,0,0,1,2,2
840,17,028,101,2011,04200,1,2,0,0,0,2,3
840,17,028,101,2012,04200,0,0,0,2,0,1,2
840,17,028,101,2013,04200,1,0,0,0,0,1,1
840,17,028,101,2014,04200,0,0,0,3,0,1,3
840,17,031,101,1988,04200,5,0,0,1,4,9,10
840,17,031,101,1989,04200,7,0,0,0,2,5,9
840,17,031,101,1991,04200,1,0,0,3,12,8,16
840,17,031,101,1992,04200,9,0,0,0,0,3,9
840,17,031,101,1994,04200,4,0,0,0,1,4,5
840,17,031,101,1996,04200,6,0,0,0,15,10,21
840,17,031,101,1997,04200,2,0,0,0,5,6,7
840,17,031,101,1998,04200,3,0,0,0,0,2,3
840,17,031,101,1999,04200,5,0,0,0,1,5,6
840,17,031,101,2000,04200,1,0,0,0,0,1,1
840,17,031,101,2001,04200,5,2,0,0,1,6,8
840,17,031,101,2002,04200,8,0,0,0,0,3,8
840,17,031,101,2003,04200,3,1,0,10,2,9,16
840,17,031,101,2004,04200,2,0,0,0,0,1,2
840,17,031,101,2005,04200,2,0,1,0,1,4,4
840,17,031,101,2006,04200,2,0,0,0,0,1,2
840,17,031,101,2007,04200,0,0,0,1,0,1,1
840,17,031,101,2008,04200,1,0,0,0,0,1,1
840,17,031,101,2010,04200,1,1,0,0,0,2,2
840,17,031,101,2011,04200,1,0,0,0,0,1,1
840,17,031,101,2012,04200,3,0,0,0,0,3,3
840,17,031,101,2013,04200,2,0,0,0,5,7,7
840,17,031,101,2014,04200,4,0,0,0,0,3,4
840,17,032,101,1990,04200,3,0,0,0,0,2,3
840,17,032,101,1992,04200,5,0,0,0,0,3,5
840,17,032,101,1993,04200,3,0,0,0,0,2,3
840,17,032,101,1994,04200,4,0,0,0,0,2,4
840,17,032,101,1995,04200,1,0,0,0,2,3,3
840,17,032,101,1996,04200,4,0,0,0,0,3,4
840,17,032,101,1997,04200,3,0,0,0,1,3,4
840,17,032,101,1998,04200,5,0,0,0,0,2,5
840,17,032,101,1999,04200,2,0,0,2,1,3,5
840,17,032,101,2000,04200,4,0,0,0,0,2,4
840,17,032,101,2001,04200,3,0,0,0,1,3,4
840,17,032,101,2002,04200,2,0,0,0,5,4,7
840,17,032,101,2003,04200,4,0,0,0,2,4,6
840,17,032,101,2004,04200,4,0,0,0,2,5,6
840,17,032,101,2005,04200,1,0,0,0,0,1,1
840,17,032,101,2006,04200,2,0,0,0,0,1,2
840,17,032,101,2007,04200,3,0,0,0,0,2,3
840,17,032,101,2008,04200,1,0,0,0,2,3,3
840,17,032,101,2009,04200,4,0,0,0,0,3,4
840,17,032,101,2010,04200,5,0,0,0,0,3,5
840,17,032,101,2011,04200,5,0,0,0,0,3,5
840,17,032,101,2012,04200,7,0,0,0,2,6,9
840,17,032,101,2014,04200,4,0,0,0,1,3,5
840,17,033,101,1993,04200,0,0,0,1,0,1,1
840,17,033,101,1995,04200,0,0,1,0,0,1,1
840,17,033,101,1997,04200,0,0,0,0,2,1,2
840,17,033,101,2001,04200,0,0,0,3,0,2,3
840,17,033,101,2002,04200,0,0,1,0,0,1,1
840,17,033,101,2003,04200,0,0,6,0,0,1,6
840,17,033,101,2004,04200,0,0,2,0,0,1,2
840,17,033,101,2005,04200,0,0,2,0,0,1,2
840,17,033,101,2006,04200,0,0,1,0,0,1,1
840,17,033,101,2007,04200,0,0,2,0,0,1,2
840,17,033,101,2008,04200,0,0,5,1,0,2,6
840,17,034,101,1990,04200,5,1,0,0,0,5,6
840,17,034,101,1994,04200,1,0,0,0,0,1,1
840,17,034,101,1995,04200,13,0,0,0,0,7,13
840,17,034,101,1996,04200,4,0,0,0,0,3,4
840,17,034,101,1999,04200,1,0,0,0,0,1,1
840,17,034,101,2001,04200,1,0,0,0,0,1,1
840,17,034,101,2004,04200,5,0,0,0,0,3,5
840,17,034,101,2012,04200,1,0,0,0,0,1,1
840,17,034,101,2013,04200,1,0,0,0,0,1,1
840,17,034,101,2014,04200,1,0,0,0,0,1,1
840,17,035,101,1989,04200,0,1,0,0,0,1,1
840,17,035,101,1990,04200,0,1,0,0,0,1,1
840,17,035,101,1991,04200,0,1,0,0,1,2,2
840,17,035,101,1992,04200,1,1,0,0,0,2,2
840,17,035,101,1993,04200,0,1,0,0,0,1,1
840,17,035,101,1997,04200,0,1,0,0,0,1,1
840,17,035,101,2004,04200,0,1,0,0,0,1,1
840,17,035,101,2009,04200,1,0,0,0,0,1,1
840,17,035,101,2011,04200,1,3,0,0,0,3,4
840,17,036,101,1988,04200,4,0,0,0,1,4,5
840,17,036,101,1989,04200,1,0,0,1,0,2,2
840,17,036,101,1990,04200,7,0,0,0,9,12,16
840,17,036,101,1991,04200,11,0,0,0,0,6,11
840,17,036,101,1992,04200,4,0,2,0,0,4,6
840,17,036,101,1993,04200,2,0,0,0,0,1,2
840,17,036,101,1999,04200,0,0,2,0,0,1,2
840,17,036,101,2002,04200,3,1,0,0,0,3,4
840,17,036,101,2003,04200,1,1,0,4,2,7,8
840,17,036,101,2004,04200,9,0,0,2,0,5,11
840,17,036,101,2005,04200,5,0,0,2,0,4,7
840,17,036,101,2006,04200,5,0,0,1,0,4,6
840,17,036,101,2008,04200,0,0,0,10,2,4,12
840,17,036,101,2009,04200,5,0,0,1,0,4,6
840,17,036,101,2010,04200,2,0,0,0,0,1,2
840,17,036,101,2011,04200,1,0,0,2,0,3,3
840,17,036,101,2012,04200,0,1,0,2,0,2,3
840,17,036,101,2014,04200,2,0,0,0,3,3,5
840,17,037,101,1990,04200,1,0,0,0,0,1,1
840,17,037,101,1994,04200,1,0,0,0,0,1,1
840,17,037,101,1995,04200,0,0,0,4,4,7,8
840,17,037,101,1996,04200,0,0,0,2,1,3,3
840,17,037,101,1999,04200,0,0,0,0,1,1,1
840,17,037,101,2005,04200,0,0,0,0,1,1,1
840,17,037,101,2006,04200,0,0,0,0,7,4,7
840,17,037,101,2007,04200,0,0,0,0,5,2,5
840,17,037,101,2008,04200,1,0,0,0,0,1,1
840,17,037,101,2011,04200,0,0,0,0,4,3,4
840,17,037,101,2012,04200,0,0,0,0,3,1,3
840,17,037,101,2013,04200,0,0,0,0,1,1,1
840,17,037,101,2014,04200,0,0,0,0,1,1,1
840,17,038,101,1989,04200,1,0,0,0,0,1,1
840,17,038,101,1990,04200,2,0,0,0,0,1,2
840,17,038,101,1993,04200,5,2,0,0,0,2,7
840,17,038,101,1994,04200,2,2,0,0,0,2,4
840,17,038,101,1996,04200,2,0,0,0,0,1,2
840,17,039,101,1988,04200,1,0,0,0,0,1,1
840,17,040,101,1990,04200,0,0,0,3,1,2,4
840,17,040,101,1992,04200,0,0,0,0,2,1,2
840,17,040,101,1993,04200,0,0,0,2,2,4,4
840,17,041,101,1991,04200,4,0,0,0,0,4,4
840,17,041,101,1995,04200,5,0,0,0,0,2,5
840,17,041,101,1997,04200,4,0,0,0,0,2,4
840,17,041,101,2000,04200,1,0,0,0,0,1,1
840,17,041,101,2006,04200,1,0,0,0,0,1,1
840,17,041,101,2012,04200,2,0,0,0,0,2,2
840,17,042,101,1995,04200,0,0,1,0,0,1,1
840,17,042,101,2000,04200,0,0,1,0,0,1,1
840,17,042,101,2001,04200,1,0,0,0,0,1,1
840,17,043,101,1995,04200,1,0,0,0,0,1,1
840,17,043,101,1997,04200,1,0,0,0,0,1,1
840,17,043,101,1998,04200,1,0,0,0,0,1,1
840,17,044,101,1989,04200,4,1,0,0,0,4,5
840,17,044,101,1990,04200,2,0,0,0,0,1,2
840,17,044,101,1991,04200,5,0,0,0,0,4,5
840,17,044,101,1992,04200,6,0,0,0,0,3,6
840,17,044,101,1993,04200,2,0,0,0,0,1,2
840,17,044,101,1995,04200,5,0,0,0,0,3,5
840,17,044,101,1996,04200,7,0,0,0,1,5,8
840,17,044,101,1997,04200,3,0,0,0,0,2,3
840,17,044,101,1998,04200,4,1,0,0,0,4,5
840,17,044,101,1999,04200,7,0,0,0,0,6,7
840,17,044,101,2000,04200,4,3,0,1,1,8,9
840,17,044,101,2001,04200,7,2,0,0,0,7,9
840,17,044,101,2002,04200,12,0,0,0,0,7,12
840,17,044,101,2003,04200,3,0,0,0,0,2,3
840,17,044,101,2004,04200,3,1,1,0,0,4,5
840,17,044,101,2005,04200,8,0,1,0,0,6,9
840,17,044,101,2006,04200,7,0,0,0,1,5,8
840,17,044,101,2007,04200,4,1,0,0,0,4,5
840,17,044,101,2008,04200,1,0,0,0,0,1,1
840,17,044,101,2009,04200,9,0,0,0,0,5,9
840,17,044,101,2010,04200,5,0,0,0,0,4,5
840,17,044,101,2011,04200,4,1,0,0,0,5,5
840,17,044,101,2012,04200,6,1,0,0,0,6,7
840,17,044,101,2013,04200,2,0,1,0,1,4,4
840,17,045,101,1989,04200,1,0,0,0,0,1,1
840,17,045,101,1990,04200,2,0,0,0,0,1,2
840,17,045,101,1991,04200,1,0,0,0,0,1,1
840,17,045,101,1992,04200,1,0,0,0,0,1,1
840,17,045,101,1994,04200,2,0,0,0,0,1,2
840,17,045,101,1997,04200,2,0,0,0,0,2,2
840,17,045,101,1998,04200,4,0,0,0,0,4,4
840,17,045,101,2002,04200,1,0,0,0,0,1,1
840,17,045,101,2011,04200,5,0,0,0,0,2,5
840,17,045,101,2013,04200,5,0,0,0,0,3,5
840,17,046,101,1988,04200,2,0,0,0,0,1,2
840,17,046,101,1991,04200,18,11,11,5,0,22,45
840,17,046,101,1992,04200,1,0,0,0,0,1,1
840,17,046,101,1994,04200,1,0,0,0,0,1,1
840,17,046,101,1996,04200,1,0,0,0,0,1,1
840,17,046,101,1998,04200,1,0,2,0,0,2,3
840,17,046,101,1999,04200,4,0,0,0,0,2,4
840,17,046,101,2004,04200,1,0,0,0,0,1,1
840,17,046,101,2006,04200,2,0,0,0,0,2,2
840,17,046,101,2012,04200,2,0,0,0,0,1,2
840,17,046,101,2013,04200,3,0,0,0,0,2,3
840,17,047,101,1988,04200,0,0,0,1,0,1,1
840,17,047,101,1989,04200,2,0,1,0,1,4,4
840,17,047,101,1991,04200,2,0,0,0,0,2,2
840,17,047,101,1992,04200,2,0,0,0,0,1,2
840,17,047,101,1993,04200,2,0,0,0,0,1,2
840,17,047,101,1994,04200,1,0,0,0,0,1,1
840,17,047,101,1995,04200,1,0,0,0,0,1,1
840,17,047,101,1996,04200,2,0,0,0,0,1,2
840,17,047,101,1999,04200,4,0,0,0,0,3,4
840,17,047,101,2000,04200,8,0,0,0,0,5,8
840,17,047,101,2001,04200,1,0,0,0,0,1,1
840,17,047,101,2002,04200,1,0,0,0,0,1,1
840,17,047,101,2003,04200,2,0,0,0,0,2,2
840,17,047,101,2004,04200,1,0,0,0,0,1,1
840,17,047,101,2005,04200,1,0,0,0,0,1,1
840,17,047,101,2006,04200,1,0,0,0,1,2,2
840,17,047,101,2007,04200,2,0,0,0,0,2,2
840,17,047,101,2009,04200,3,0,0,0,0,3,3
840,17,047,101,2010,04200,1,0,0,0,0,1,1
840,17,047,101,2011,04200,2,0,0,0,0,2,2
840,17,047,101,2012,04200,3,0,0,0,0,2,3
840,17,047,101,2013,04200,1,0,0,0,0,1,1
840,17,047,101,2014,04200,1,0,0,0,0,1,1
840,17,048,101,1993,04200,0,0,0,0,2,2,2
840,17,048,101,1995,04200,0,0,0,0,1,1,1
840,17,048,101,1996,04200,0,0,0,1,0,1,1
840,17,048,101,2006,04200,1,0,0,0,13,3,14
840,17,049,101,1988,04200,0,0,0,0,1,1,1
840,17,049,101,1990,04200,3,0,0,2,5,8,10
840,17,049,101,1992,04200,1,0,0,0,2,3,3
840,17,049,101,1994,04200,0,0,0,1,0,1,1
840,17,049,101,1995,04200,1,0,0,0,0,1,1
840,17,049,101,1996,04200,2,0,0,0,0,2,2
840,17,049,101,1997,04200,2,0,0,0,0,1,2
840,17,049,101,1998,04200,3,0,0,0,0,2,3
840,17,049,101,2000,04200,1,0,0,0,1,2,2
840,17,049,101,2001,04200,4,0,0,4,1,7,9
840,17,049,101,2005,04200,1,0,0,0,1,2,2
840,17,049,101,2007,04200,0,0,0,1,0,1,1
840,17,049,101,2009,04200,7,0,0,1,0,7,8
840,17,049,101,2010,04200,4,1,0,0,0,5,5
840,17,049,101,2011,04200,3,0,0,0,0,3,3
840,17,049,101,2013,04200,5,1,0,0,2,6,8
840,17,049,101,2014,04200,3,0,0,0,1,3,4
840,17,050,101,1989,04200,1,0,0,0,5,4,6
840,17,050,101,1990,04200,12,4,3,5,5,19,29
840,17,050,101,1992,04200,31,13,0,3,0,14,47
840,17,050,101,1993,04200,13,0,0,2,9,11,24
840,17,050,101,1994,04200,17,0,0,0,1,8,18
840,17,050,101,1995,04200,8,3,4,0,3,14,18
840,17,050,101,1996,04200,25,7,1,2,0,18,35
840,17,050,101,1997,04200,24,6,5,4,1,20,40
840,17,050,101,1999,04200,24,7,0,0,2,14,33
840,17,050,101,2002,04200,13,3,3,1,0,12,20
840,17,050,101,2003,04200,7,0,0,1,0,5,8
840,17,050,101,2004,04200,11,6,1,0,0,10,18
840,17,050,101,2005,04200,14,2,1,2,3,13,22
840,17,050,101,2006,04200,7,0,0,1,2,6,10
840,17,050,101,2007,04200,8,0,0,0,0,5,8
840,17,050,101,2008,04200,15,2,0,2,6,12,25
840,17,050,101,2009,04200,0,0,1,0,0,1,1
840,17,050,101,2010,04200,10,0,0,0,0,5,10
840,17,050,101,2011,04200,4,0,0,0,1,5,5
840,17,050,101,2012,04200,7,1,0,0,0,4,8
840,17,050,101,2013,04200,3,0,0,0,2,4,5
840,17,050,101,2014,04200,2,0,0,0,0,1,2
840,17,051,101,1992,04200,3,1,0,0,0,3,4
840,17,051,101,1993,04200,1,0,0,0,0,1,1
840,17,051,101,1997,04200,2,0,0,0,0,1,2
840,17,051,101,1998,04200,0,1,0,0,0,1,1
840,17,051,101,2003,04200,1,0,0,0,0,1,1
840,17,051,101,2004,04200,1,2,0,0,0,3,3
840,17,051,101,2007,04200,0,1,0,0,0,1,1
840,17,051,101,2008,04200,2,0,0,0,0,2,2
840,17,051,101,2009,04200,6,0,0,0,0,4,6
840,17,051,101,2010,04200,3,0,0,0,0,3,3
840,17,051,101,2012,04200,6,0,0,0,0,6,6
840,17,051,101,2013,04200,4,0,0,1,0,4,5
840,17,051,101,2014,04200,3,0,0,0,0,3,3
840,17,052,101,1994,04200,0,0,0,0,1,1,1
840,17,054,101,1988,04200,6,0,0,0,0,3,6
840,17,054,101,1989,04200,5,0,0,0,0,3,5
840,17,054,101,1990,04200,9,0,0,0,0,6,9
840,17,055,101,1988,04200,7,0,0,0,0,2,7
840,17,055,101,1989,04200,9,0,0,0,14,4,23
840,17,055,101,1991,04200,8,0,0,0,0,4,8
840,17,055,101,1993,04200,11,0,0,0,0,3,11
840,17,055,101,1994,04200,23,2,0,0,0,9,25
840,17,055,101,1995,04200,35,2,0,0,1,12,38
840,17,055,101,1996,04200,22,1,0,0,0,5,23
840,17,055,101,1997,04200,13,1,0,0,0,4,14
840,17,055,101,1998,04200,14,0,0,0,0,6,14
840,17,055,101,1999,04200,18,0,0,0,1,6,19
840,17,055,101,2000,04200,7,0,0,0,0,3,7
840,17,055,101,2001,04200,7,0,0,0,0,4,7
840,17,055,101,2002,04200,16,1,0,0,0,8,17
840,17,055,101,2003,04200,8,0,0,0,0,5,8
840,17,055,101,2004,04200,6,0,0,0,0,3,6
840,17,055,101,2005,04200,5,0,0,0,0,3,5
840,17,055,101,2006,04200,9,0,0,0,1,6,10
840,17,055,101,2007,04200,16,0,0,0,0,5,16
840,17,055,101,2008,04200,5,0,0,0,0,3,5
840,17,055,101,2009,04200,9,0,0,0,2,5,11
840,17,055,101,2010,04200,8,0,0,0,0,4,8
840,17,055,101,2011,04200,9,2,0,0,0,4,11
840,17,055,101,2012,04200,8,0,0,0,0,4,8
840,17,055,101,2013,04200,7,0,0,0,0,5,7
